#K short	G0205
#scanned warm
Wavelength (nm)	%T
2569	0.012776
2570	0.016825
2571	0.010093
2572	0.014932
2573	0.0082993
2574	0.012756
2575	0.010753
2576	0.0081923
2577	0.019769
2578	0.010185
2579	0.010815
2580	0.015287
2581	0.01182
2582	0.012041
2583	0.010649
2584	0.015688
2585	0.014069
2586	0.014806
2587	0.011106
2588	0.0071425
2589	0.016524
2590	0.010953
2591	0.0098808
2592	0.010213
2593	0.011772
2594	0.014877
2595	0.011908
2596	0.01633
2597	0.010184
2598	0.011401
2599	0.014004
2600	0.014641
2601	0.014818
2602	0.010377
2603	0.012616
2604	0.0065053
2605	0.016106
2606	0.015479
2607	0.016539
2608	0.013421
2609	0.011236
2610	0.0104
2611	0.0089411
2612	0.015137
2613	0.010864
2614	0.010857
2615	0.0188
2616	0.010785
2617	0.010689
2618	0.011736
2619	0.01531
2620	0.014585
2621	0.012119
2622	0.011798
2623	0.010608
2624	0.0076429
2625	0.015014
2626	0.013869
2627	0.013598
2628	0.0077519
2629	0.015082
2630	0.011288
2631	0.011494
2632	0.0098409
2633	0.014848
2634	0.012487
2635	0.0097545
2636	0.015737
2637	0.0073584
2638	0.0074081
2639	0.0069216
2640	0.017706
2641	0.012111
2642	0.011531
2643	0.010867
2644	0.0065426
2645	0.0090572
2646	0.0099539
2647	0.0082265
2648	0.013903
2649	0.011109
2650	0.014322
2651	0.01377
2652	0.012273
2653	0.0082796
2654	0.011822
2655	0.013475
2656	0.011756
2657	0.012164
2658	0.0138
2659	0.010473
2660	0.013042
2661	0.010115
2662	0.016122
2663	0.010316
2664	0.0087755
2665	0.01451
2666	0.013198
2667	0.013998
2668	0.010022
2669	0.013756
2670	0.016558
2671	0.016359
2672	0.0093332
2673	0.013631
2674	0.013313
2675	0.012787
2676	0.011952
2677	0.013228
2678	0.01217
2679	0.009654
2680	0.017789
2681	0.010892
2682	0.017807
2683	0.011607
2684	0.01011
2685	0.011243
2686	0.01536
2687	0.012439
2688	0.018171
2689	0.01373
2690	0.011815
2691	0.0098614
2692	0.011095
2693	0.0082801
2694	0.015224
2695	0.018098
2696	0.014968
2697	0.014027
2698	0.0095723
2699	0.0093148
2700	0.013461
2701	0.0082642
2702	0.013177
2703	0.013665
2704	0.012256
2705	0.014118
2706	0.0085307
2707	0.0127
2708	0.017607
2709	0.017663
2710	0.011083
2711	0.016212
2712	0.0090929
2713	0.016575
2714	0.016385
2715	0.013531
2716	0.0047741
2717	0.010594
2718	0.0095468
2719	0.01503
2720	0.011902
2721	0.014986
2722	0.0097404
2723	0.012915
2724	0.010086
2725	0.013658
2726	0.018506
2727	0.0073698
2728	0.014269
2729	0.014228
2730	0.012255
2731	0.017507
2732	0.010475
2733	0.0077037
2734	0.016219
2735	0.011177
2736	0.015316
2737	0.013598
2738	0.0156
2739	0.0051996
2740	0.010047
2741	0.013799
2742	0.014831
2743	0.016163
2744	0.0088022
2745	0.014642
2746	0.014196
2747	0.015019
2748	0.015605
2749	0.014486
2750	0.0056953
2751	0.013602
2752	0.012122
2753	0.016503
2754	0.0089902
2755	0.013164
2756	0.01325
2757	0.017282
2758	0.012827
2759	0.008349
2760	0.011139
2761	0.012985
2762	0.014299
2763	0.0097517
2764	0.015972
2765	0.012178
2766	0.0087631
2767	0.013023
2768	0.011681
2769	0.013429
2770	0.012881
2771	0.012858
2772	0.010475
2773	0.014987
2774	0.01584
2775	0.012935
2776	0.010397
2777	0.010714
2778	0.012299
2779	0.013923
2780	0.010556
2781	0.016441
2782	0.010596
2783	0.015327
2784	0.013948
2785	0.012416
2786	0.014232
2787	0.0089665
2788	0.010271
2789	0.013645
2790	0.011139
2791	0.0088297
2792	0.017344
2793	0.014166
2794	0.015875
2795	0.0097871
2796	0.020484
2797	0.012851
2798	0.0081274
2799	0.017788
2800	0.016159
2801	0.01381
2802	0.0072663
2803	0.017186
2804	0.010116
2805	0.016642
2806	0.014928
2807	0.015047
2808	0.012966
2809	0.0083348
2810	0.013379
2811	0.011456
2812	0.011982
2813	0.013893
2814	0.0083974
2815	0.010831
2816	0.013053
2817	0.013462
2818	0.013946
2819	0.013211
2820	0.017525
2821	0.018364
2822	0.012525
2823	0.013625
2824	0.014232
2825	0.020488
2826	0.011955
2827	0.011215
2828	0.014462
2829	0.02068
2830	0.016664
2831	0.011396
2832	0.020762
2833	0.013321
2834	0.011957
2835	0.014842
2836	0.013598
2837	0.019849
2838	0.018157
2839	0.014806
2840	0.016317
2841	0.018882
2842	0.010619
2843	0.01534
2844	0.0098624
2845	0.019891
2846	0.015383
2847	0.015027
2848	0.021135
2849	0.017566
2850	0.015569
2851	0.022439
2852	0.017047
2853	0.013811
2854	0.015113
2855	0.020538
2856	0.023742
2857	0.017419
2858	0.014606
2859	0.023903
2860	0.02169
2861	0.01881
2862	0.015833
2863	0.012833
2864	0.023815
2865	0.025346
2866	0.021028
2867	0.021254
2868	0.015455
2869	0.020332
2870	0.01847
2871	0.017282
2872	0.025095
2873	0.028153
2874	0.027005
2875	0.016563
2876	0.0073779
2877	0.032899
2878	0.01927
2879	0.015737
2880	0.018126
2881	0.028845
2882	0.019206
2883	0.023249
2884	0.017263
2885	0.031551
2886	0.021547
2887	0.022542
2888	0.028424
2889	0.040901
2890	0.016622
2891	0.034254
2892	0.012773
2893	0.04167
2894	0.02838
2895	0.022625
2896	0.029797
2897	0.03623
2898	0.020593
2899	0.026123
2900	0.029957
2901	0.024745
2902	0.03132
2903	0.024157
2904	0.028991
2905	0.026359
2906	0.030285
2907	0.033322
2908	0.02972
2909	0.033701
2910	0.026249
2911	0.040942
2912	0.0266
2913	0.042386
2914	0.030792
2915	0.024054
2916	0.027195
2917	0.038362
2918	0.028441
2919	0.028649
2920	0.029847
2921	0.035164
2922	0.033251
2923	0.035487
2924	0.040924
2925	0.017063
2926	0.033946
2927	0.024593
2928	0.031072
2929	0.036589
2930	0.037793
2931	0.035834
2932	0.041478
2933	0.0177
2934	0.014481
2935	0.038815
2936	0.037926
2937	0.034783
2938	0.033873
2939	0.023903
2940	0.030909
2941	0.048123
2942	0.022089
2943	0.032584
2944	0.044408
2945	0.033005
2946	0.056574
2947	0.040442
2948	0.039453
2949	0.040809
2950	0.036294
2951	0.035244
2952	0.039122
2953	0.039267
2954	0.038252
2955	0.028679
2956	0.037464
2957	0.053768
2958	0.036608
2959	0.039331
2960	0.025685
2961	0.025861
2962	0.057953
2963	0.036424
2964	0.045729
2965	0.049989
2966	0.0332
2967	0.040118
2968	0.039037
2969	0.045973
2970	0.038201
2971	0.016702
2972	0.044188
2973	0.029295
2974	0.05161
2975	0.040763
2976	0.032655
2977	0.049711
2978	0.024527
2979	0.024665
2980	0.03341
2981	0.037921
2982	0.046862
2983	0.045679
2984	0.041524
2985	0.047634
2986	0.040531
2987	0.058727
2988	0.047036
2989	0.03223
2990	0.056773
2991	0.067947
2992	0.039024
2993	0.033095
2994	0.086568
2995	0.046205
2996	0.046446
2997	0.058015
2998	0.047089
2999	0.055542
3000	0.046252
3001	0.049795
3002	0.041867
3003	0.047108
3004	0.062534
3005	0.034302
3006	0.043031
3007	0.074116
3008	0.053942
3009	0.050851
3010	0.040704
3011	0.049814
3012	0.053669
3013	0.070078
3014	0.027504
3015	0.056596
3016	0.042452
3017	0.055632
3018	0.059745
3019	0.067668
3020	0.07932
3021	0.049649
3022	0.065224
3023	0.077256
3024	0.044972
3025	0.080306
3026	0.088765
3027	0.057826
3028	0.082137
3029	0.062693
3030	0.040959
3031	0.055509
3032	0.072326
3033	0.081065
3034	0.062995
3035	0.050908
3036	0.080916
3037	0.062292
3038	0.075725
3039	0.080548
3040	0.072582
3041	0.070922
3042	0.053823
3043	0.045332
3044	0.068116
3045	0.057431
3046	0.066946
3047	0.069728
3048	0.044823
3049	0.082563
3050	0.09027
3051	0.055382
3052	0.058155
3053	0.078103
3054	0.071269
3055	0.079163
3056	0.087277
3057	0.070531
3058	0.048455
3059	0.11724
3060	0.07233
3061	0.057358
3062	0.11237
3063	0.074057
3064	0.066837
3065	0.099193
3066	0.11888
3067	0.092841
3068	0.085498
3069	0.091801
3070	0.092527
3071	0.082061
3072	0.051781
3073	0.066444
3074	0.064166
3075	0.09086
3076	0.047881
3077	0.069023
3078	0.10229
3079	0.097144
3080	0.091928
3081	0.086645
3082	0.078036
3083	0.13174
3084	0.10447
3085	0.12759
3086	0.11591
3087	0.12326
3088	0.075806
3089	0.10266
3090	0.07046
3091	0.097729
3092	0.11887
3093	0.10962
3094	0.1073
3095	0.094454
3096	0.081313
3097	0.1699
3098	0.11472
3099	0.1121
3100	0.1385
3101	0.092326
3102	0.12639
3103	0.12777
3104	0.087568
3105	0.1112
3106	0.13524
3107	0.11698
3108	0.10638
3109	0.17803
3110	0.15192
3111	0.10929
3112	0.1185
3113	0.091044
3114	0.12048
3115	0.11339
3116	0.13508
3117	0.1195
3118	0.20134
3119	0.078586
3120	0.15261
3121	0.075649
3122	0.16399
3123	0.12126
3124	0.12675
3125	0.1233
3126	0.11073
3127	0.13915
3128	0.061808
3129	0.15991
3130	0.13775
3131	0.15317
3132	0.1067
3133	0.1938
3134	0.18603
3135	0.15796
3136	0.16434
3137	0.18526
3138	0.086936
3139	0.13792
3140	0.16967
3141	0.16557
3142	0.11506
3143	0.10048
3144	0.14851
3145	0.17032
3146	0.17117
3147	0.11958
3148	0.20087
3149	0.116
3150	0.16052
3151	0.14497
3152	0.17928
3153	0.19116
3154	0.13115
3155	0.26178
3156	0.16181
3157	0.21428
3158	0.12341
3159	0.20567
3160	0.16009
3161	0.2258
3162	0.16834
3163	0.12799
3164	0.21255
3165	0.19061
3166	0.15464
3167	0.22308
3168	0.20012
3169	0.23882
3170	0.15917
3171	0.19827
3172	0.12962
3173	0.22625
3174	0.21478
3175	0.14524
3176	0.15912
3177	0.21972
3178	0.22762
3179	0.22301
3180	0.2785
3181	0.070922
3182	0.23519
3183	0.1956
3184	0.23232
3185	0.27647
3186	0.17989
3187	0.23152
3188	0.24789
3189	0.14101
3190	0.35587
3191	0.30761
3192	0.16831
3193	0.27601
3194	0.14134
3195	0.29796
3196	0.058444
3197	0.27254
3198	0.23624
3199	0.26244
3200	0.22393
3201	0.29193
3202	0.24486
3203	0.23104
3204	0.17376
3205	0.20961
3206	0.11604
3207	0.30942
3208	0.19001
3209	0.27949
3210	0.30092
3211	0.33162
3212	0.17894
3213	0.24571
3214	0.32338
3215	0.25172
3216	0.32173
3217	0.26775
3218	0.16224
3219	0.34397
3220	0.29745
3221	0.28106
3222	0.30592
3223	0.23548
3224	0.23961
3225	0.10201
3226	0.4278
3227	0.31317
3228	0.3383
3229	0.38738
3230	0.39011
3231	0.44102
3232	0.36424
3233	0.41465
3234	0.24194
3235	0.40089
3236	0.29521
3237	0.48064
3238	0.41165
3239	0.26803
3240	0.322
3241	0.33955
3242	0.46075
3243	0.44159
3244	0.34049
3245	0.37215
3246	0.46042
3247	0.51102
3248	0.43645
3249	0.48777
3250	0.39193
3251	0.30926
3252	0.45313
3253	0.6046
3254	0.42265
3255	0.40033
3256	0.60442
3257	0.59934
3258	0.54282
3259	0.58764
3260	0.72438
3261	0.66697
3262	0.715
3263	0.46249
3264	0.66087
3265	0.44245
3266	0.58678
3267	0.53258
3268	0.70565
3269	0.52902
3270	0.55769
3271	0.77564
3272	0.48718
3273	0.52019
3274	0.74714
3275	0.599
3276	0.54026
3277	0.89846
3278	0.51257
3279	0.75898
3280	0.36051
3281	0.5456
3282	0.83732
3283	0.72108
3284	0.87282
3285	0.92245
3286	0.63638
3287	1.101
3288	1.0487
3289	0.64791
3290	0.9065
3291	1.2163
3292	1.1678
3293	1.0028
3294	0.75163
3295	0.91399
3296	1.0867
3297	0.96951
3298	0.99752
3299	1.0812
3300	0.97471
